抑郁症超话,抑郁症: 十岁那年我第一次zs，后来又zs过很多次，也zc过很多次，直到两年前正式确诊开始接受治疗，十几年的问题了，还会痊愈吗 ,,f,,,,,,,,,
抑郁症超话,跟医生说:“感觉不学数学脑子都废了。”结果被她怼了句:“你有病啊！”其实我一直觉得自己并没有病，跟病耻感没关系，而是自己评估都没有达到病症标准。我只是会有些奇怪想法，会zc，想zs而已。当时接受药物只是想着能顺利度过高考。现在也不知道算是什么。被迫去医院，又恢复了原来的药量。很拒绝跟 ...全文,,f,,,,,,,,,
抑郁症超话,抑郁症: 大家有什么转移注意力的办法吗，我现在烦躁到好像zc ,,f,,,,,,,,,
双相情感障碍超话,双相情感障碍: 我刚刚zc了，割的深了，流了好多好多血，还看见表层的脂肪了。去医院真的好远……可以自己合上吗它？不能让我妈知道好害怕 ,,f,,,,,,,,,
抑郁症超话,抑郁症:  复诊前夜必发作吃了阿普唑仑就是又困又想zc又睡不着 ,,f,,,,,,,,,
双相情感障碍超话,双相情感障碍:  躁期大家都干嘛 咬嘴和拽头发让我肩颈劳损不行 每分每秒都在咬嘴 头疼 也不睡觉。和谁说话都不爽 想折腾人 折腾不到 折腾不爽就想zc ,,m,,,,,,,,,
抑郁症超话,抑郁症: 有人吃帕罗西汀和阿戈美拉汀吗，为什么我觉得越吃越来越暴躁了呢，没有任何兴趣，看什么都看不下在，整天想s，想zc，我是不是要去提前找医生了啊 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 开始掉头发了怎么办，zc频率越来越多了怎么办，想s的心越来越重了怎么办各种各样的问题我该怎么办 ,https://wx2.sinaimg.cn/large/006pqtbjgy1gy39vng4ypj30qo0xc7ed.jpg,m,,,,,,,,,
双相情感障碍超话,你覺得zc的人是想通了還是沒想通. ,,f,,,,,,,,,
抑郁症超话,抑郁症: 我怎么活的这么失败啊，书读不好，，被说是丢班上脸，暗恋人三年说不出口，疤痕体质zc留疤，忍住几次下手的冲动在想要不要消毒 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 难受到撑不住了，总会有些zc，那天我爸看我手上的伤问我怎么回事，我就说太难受了，自己搞的。但是！！！！！重点是他就说了句，这孩子从小就对自己下手狠,,f,,,,,,,,,
微笑抑郁症超话,微笑抑郁症: 今天凌晨，就是几分钟的前不久，我又情绪失控了，自残找不到刀，然后就发疯了一样去找，然后只找到了菜刀。你们会不会有这样这个想法，会不会觉得自己有情感表达障碍，真的觉得相信别人好困难，然后觉得自己好废物啊 ,,m,,,,,,,,,
抑郁症超话,抑郁症: 啊 本来今天挺开心 但是一回家就被打被骂了 一直打我头 扇我巴掌 然后就zc了 还被骂手机看多了才这样... ,,f,,,,,,,,,
抑郁症超话,抑郁症: 我TM又想zc了 ,,m,,,,,,,,,
抑郁症超话,抑郁症: 总结十三岁吧，好难受，又想zs，今天也zc了，唉。好难受，胸闷了一个多小时，好难受好难受好难受 ,https://wx2.sinaimg.cn/large/007GXfqfly1gy6nf2so8nj30k0140n70.jpg,f,,,,,,,,,
抑郁症超话,抑郁症: 请问大家 特别想对自己的身体进行伤害的时候怎么抑制 / 转移注意力 快十天没zc了 我快控制不住了过年肯定我家要出去洗浴 再添新伤口的话我妈真的会好容易发现 可是我真的快憋不住了 救救孩子 ,,m,,,,,,,,,
双相情感障碍超话,双相情感障碍: 从11.22号开始 情绪平稳  无轻生  无狂躁  无zc应该是进入平稳期  可以总结一下我每天做的事①按时吃药  早晚定闹钟提醒自己②睡饱  吃好 不熬夜  不节食（我每天睡12个小时  有点太久了也不好  节食会emo  亲测  别太在乎体重）③每天做点自己喜欢的事 反正别太发呆  我是追 ...全文,https://wx2.sinaimg.cn/large/007cCKrjly1gy7om3yxopj30u00u0diu.jpg,f,,,,,,,,,
抑郁症超话,抑郁症: 自从我得病，我就在这儿，没有发出过一条帖子，为啥？我没有发一些违反规定的东西了，因为之前不知情，所以不小心发了zc的照片，但之后知道了就没再发过了，我发了好多好多帖子，没有一条显示在超话里，而且就这个超话不行，为什么，我就在这儿，想寻找一下同病的人的互相理解都不行吗， ...全文,,f,,,,,,,,,
抑郁症超话超话,抑郁症超话: 半夜睡不着觉，摸黑zc，然后做噩梦，反复跳lou真爽 ,https://wx2.sinaimg.cn/large/008ecO99ly1gy8ij9jaxyj30u0140gpo.jpg,f,,,,,,,,,
抑郁症超话,抑郁症:  想问下你们如果有zc的会觉得疼吗？ ,,m,,,,,,,,,
抑郁症超话,抑郁症: 为什么有人要靠zc照片住院哭的视频赚钱？拍日常拍爱好什么的不行吗，或者你科普一下心理健康也可以啊，还美其名曰赚医药费。反正我不理解也不接受觉得很恶心，你们怎么看 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 救了个大命的 在家呆了两个月以为情绪慢慢稳定了 没想到一提到学校还是应激反应直接发病忍不住zc 学校说再不回去就不给我毕业 明明家里都在好起来 为什么只有我这么一个废物一直在堕落 我救不了自己 根本不想动不想去做任何事 要是死掉就好了 要是当时不救我就好了 为什么要来到这个世界 ...全文,,f,,,,,,,,,
双相情感障碍超话,双相情感障碍: 给我发zc照的能不能滚 ,,f,,,,,,,,,
抑郁症超话,昨天晚上还很兴奋，今天早上一醒就想zc，好烦啊 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 好想zc怎么办 一不开心就想划手 惩罚自己 怎么也控制不住 好像这样能舒服点 我该怎么办 好难过 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 前段时间状态很好，心情不错，没有zc，也没有很烦。想问问大家是不是快好啦(但是今天情绪又有点低落) ,,f,,,,,,,,,
抑郁症超话,抑郁症: 今天又忍不住zc了 ,,f,,,,,,,,,
抑郁症超话,重抑中焦 吃了一段时间舍曲林盐酸曲唑酮阿普唑仑 后面状态好了一点 自己停药了 也没坚持复诊了 现在感觉症状又变严重了 每天都哭 自残 最近还会幻听 听到漏气的声音 敲玻璃的声音和高跟鞋踩地板的声音 怎么办 ,,f,,,,,,,,,
抑郁症超话,我其实大部分时候都还挺平静的，不会躁狂，不会疯了一样伤害自己，虽然也有过很暴躁的时期，但也就大概一个月左右，比以前zc的次数少多了，因为没有精力了，绝大部分时间只是痛苦绝望安静到死的平静，最多哭到停不下来，偶尔zc，持续zs。 ,,f,,,,,,,,,
抑郁症超话,ok染了但没什么变化，被我爸妈骂到哭的喉咙痛，当时真的很无语很难过，想zc了都 ,,f,,,,,,,,,
双相情感障碍超话,双相情感障碍: zc是有快感的 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 我完了我妈知道我zc了操 ,,f,,,,,,,,,
抑郁症超话,抑郁症:  我要吐了 刚刚想zc但是下不去就莫名犯恶心 我真的好怂。。 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 一个问题只是心里崩溃＋想zczs＋心跳偶尔加快但是完全不会流眼泪这个算复发吗 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 又tmd复发了，又想zc了！！！怎么办怎么办怎么办...我真的要控制不住我自己了....... ,,f,,,,,,,,,
抑郁症超话,抑郁症: 想问问大家，吃药四个月了，之前复查大夫说还可以吃药巩固就行，但是最近一段时间事情太多情绪有点不稳定，好像又发病了，有躯体化症状（恶心呕吐心慌心悸）和zc行为，自责感又特别强烈，一定要约医生谈吗 ,,f,,,,,,,,,
抑郁症患者超话,抑郁症患者: 就是说 如果你跟我一样 是个未成年 因为跟家人闹矛盾心情不好 千万不要冲动gw或者zc真的 不说疼不疼 真的很丢脸 我一身凌乱去医院 不要给家人添麻烦 如果本来家庭就不富裕  还要花钱  真的很丢脸就是说 而且缝针啥还要打破伤风  还会留疤 真的不要冲动  而且也没人可怜你 他们还是老 ...全文,,f,,,,,,,,,
抑郁症超话,抑郁症: 半年多，从一开始看不到任何希望，到现在能控制住zs想法，好了很多，但情绪还是会失控，还是会忍不住zc。我知道我的情绪只是在药物的作用下控制住了，我并没有真正的好起来，我也不知道是什么一直在困扰着我，让我始终没办法走出来 ,,f,,,,,,,,,
抑郁症超话,抑郁症:  想zc怎么办 ,,m,,,,,,,,,
抑郁症超话,抑郁症: 救命啊，想知道你们被家长发现又zc了怎么办，今晚刷碗的时候被我妈看到了，我说是之前的疤疤痕增生了，我妈说我暑假胳膊不是这样，救命,,m,,,,,,,,,
抑郁症超话,抑郁症: 一边说让我发泄，一边又不让我zc，说心疼我，是真正的“心疼”吗？还是仅仅不想让这个躯壳有破损？ ,,f,,,,,,,,,
抑郁症超话,抑郁症: 坐标西安，目前是高三学生，觉得自己的状态已经影响到日常生活了，有zc行为。一直没有检查过，想问一下大家有没有检查的医院以及流程，还有大概要多少钱。谢谢。 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 朋友们不到万不得已千万别尝试zc，真的很难戒，并且阈值会越来越高，下手越来越重，伤痕越来越密密麻麻…… ,,m,,,,,,,,,
抑郁症超话,抑郁症:  今天确诊。医生建议我可以考虑服药或者住院。但我自己内心不是很想通过药物解决。受到重大打击和压力刺激大概两个月，无ZC，不怎么手抖。难受时候表现为胸闷，浑身无力。会自己闷闷的大哭。不会向外部发泄。每天做梦，胡思乱想，没有失眠，食欲大幅减退，早起头蒙头晕，原有的兴趣爱好 ...全文,,m,,,,,,,,,
抑郁症超话,抑郁症: 医生说如果我再有zc行为就要住院，在考虑下次要不要不跟医生说 ,,m,,,,,,,,,
抑郁症超话,抑郁症: 不敢跟医生是我有zc的行为和zs的想法，我也不理解为什么医生会要求看我的伤口，我不敢面对这样的自己，陶白白说的很好金牛座就是那样的，特别容易焦虑没有安全感，乐观的悲观主义者 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 新年真的很想有个新开头 才几天就哭了几次 又zc 知道不知道自己到底想怎么样 为什么那么多事可以让我这么在乎难过 ,,f,,,,,,,,,
抑郁症超话,抑郁症:  刚刚突然很烦躁很冲动地想把zc的照片发出来(这个号有三次元朋友关注)幸好去相册找了一圈没找到，应该是被我删了。冲动是魔鬼,,f,,,,,,,,,
抑郁症超话,为什么要审核呢，我只是想问问有人会因为讨厌自己而打自己吗，怎么办呢？无法停止这种想法，好怕到最后会演变成zc ,,f,,,,,,,,,
焦虑症超话,焦虑症: 家人们想知道控制不住自己的脾气生气时会胸闷喘不上来气 有时候还会发抖控制不住做一些伤害自己的行为是有心理疾病吗前两年每天都控制不住zc 这两年好了点但还是会控制不住自己 想问问需不需要看心理医生 ,,f,,,,,,,,,
抑郁症超话,抑郁症:  呜呜呜没人理我，我到底该不该告诉医生zc zs这类的事，我怕医生告诉家人之后家人很担心 ,,f,,,,,,,,,
抑郁症超话,抑郁症:  那啥，，，医生不会要求看zc伤疤的吧，，， ,,f,,,,,,,,,
抑郁症超话,抑郁症: 发疯的时候歇斯底里，没有理由，情绪大起大伏，zc毫无意识，，这样的自己真的是很吓人吧 ,,f,,,,,,,,,
双相情感障碍超话,双相情感障碍: 咱们就是说一些人该洗头了但是中午的时候zc了..没有很深碰水应该没关系吧。。 ,,f,,,,,,,,,
双相情感障碍超话,双相情感障碍: 为啥感觉医生们都把zc看得很严重.. ,,f,,,,,,,,,
抑郁症超话,抑郁症: 好累啊，又想zc了，对不起都是我的错都是我的错，是我对不起所有人，是我对不起所有人 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 好久没有g手，不知道为什么这几天一直不开心，一直想zc，害怕在人多的地方，在人多的地方手会抖，昨天晚上g了手，我不知道为什么我会变成这个样子啊，明明我有在努力开心阿 ,,f,,,,,,,,,
抑郁症超话,抑郁症:  上课上到一半焦虑发作，呼吸特别急促特别焦虑，莫名其妙的，赶紧去厕所zc，但是这次好像不管用了，还是焦虑，自己一个人呆着缓了好久才缓过来 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 不知道该怎么说了…………我真的真的好想结束这一切 如果真的只是呆闷烦了我还会zc吗 ,https://wx1.sinaimg.cn/large/008chPYQgy1gz8karb0vlj30qo0f83zs.jpg,m,,,,,,,,,
抑郁症超话,抑郁症: 我突然想zc ,,f,,,,,,,,,
抑郁症超话,抑郁症: 我tm现在严重的想zc，我好难受啊！！！！！！ ,,f,,,,,,,,,
抑郁症超话,抑郁症: 我爸说如果我再zc他就告诉我班主任（班主任现在还不知道），但我忍不住，我想先告诉一个朋友，看看她的反应，再缓一缓，该怎么说呢？ ,,f,,,,,,,,,
抑郁症超话,抑郁症:  现在几乎每天都会zc是不是有点频繁啊一下昨晚发病一下划了四十刀 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 一想到明天要去学校报到了就想死了 刚刚zc了好舒服 ,,m,,,,,,,,,
抑郁症超话,抑郁症: 控制不住zc怎么办 早上起来的第一件事就是拿小刀 怎么办怎么办下午就要去报道了 ,,m,,,,,,,,,
抑郁症超话,抑郁症: 有人和我一样奇怪嘛一边憧憬着美好，一边生怕自己好起来情绪比较好的时候我也会故意把自己弄得很丧，没什么事的时候也喜欢zc ,,m,,,,,,,,,
抑郁症超话,抑郁症: 今天ZC被爸爸发现了 我现在一直说对不起 ,,m,,,,,,,,,
抑郁症超话,抑郁症: 因为怕被发现zc 我现在都是在大臂内侧或者大腿上我觉得我把自己隐藏的很好了 虽然因为我妈好多人都知道了我有病  但我还是不想让他们知道我有病  所以在他们面前我总是装的很正常 他们都觉得我已经好的差不多了  其实我每天都睡不着觉焦躁难过不安想s。 ,,f,,,,,,,,,
林奕含超话,林奕含敢去死 我当然很佩服你们我是蜂蜜倒在了头发上纠缠不清的模样 是烟头烫在了肚皮上永久不能疗伤  是口罩之下油腻腻的脸庞 我集齐了人世间太多的烂疮 终有一天会死在冬天的远方 少年的理想不是乌托邦 只有无尽的自残和不断的死亡 我想静静的哭 哭干自己 像针管抽尽内部的存在然后打入无 ...全文,,f,,,,,,,,,
抑郁症超话,抑郁症: 因为未成年 去的儿童医院 但是感觉不是很专业啊 医生问的时候 家长在旁边 啥也不敢说 做了测试 感觉有点片面...医生就说睡前听放松音乐 也没说什么 我也不敢问 各位有懂的能看看吗我真的感觉很难受 最近又变的更严重了 频繁出现zs和zc的想法 想去复查 但是本来我妈就不太愿意 ,https://wx3.sinaimg.cn/large/007Iqa4qly1gzfqaj5cd7j339c4cgx6q.jpg,f,,,,,,,,,
抑郁超话,抑郁: 因为是未成年 去的儿童医院 但是感觉不是很专业啊... 医生问的时候 家长在旁边 啥也不敢说 然后做了测试 感觉有点片面...医生就说睡前听放松音乐 也没说什么 我也不敢问 各位有懂的能看看吗我真的感觉很难受 最近又变的更严重了 频繁出现zs和zc的想法 想去复查 但是本来我妈就不太愿意 ,https://wx1.sinaimg.cn/large/007Iqa4qly1gzfmvrsjizj339c4cgx6q.jpg,f,,,,,,,,,
抑郁症超话,抑郁症: 想被绑到精神病院，四肢绑在病床上，打安定，永远别放出来。这种奇怪的自虐心理，就像zc一样，好像能让自己的心里舒服一点似的 ,,m,,,,,,,,,
抑郁症超话,抑郁症: 问问大家复学之后都怎么样呀我尝试复学了三次 每次开学两天都会又开始zc 明明之前都好了呀 都减药了 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 好想zc啊怎么办 ,,m,,,,,,,,,
抑郁症超话,抑郁症: 高二的时候去精神卫生中心确诊的，后来吃药的剂量越来越大我自己也觉得没什么用，高三时zc被父母发现差点休学，从那以后我就私自断药了，也不去复诊了，我爸妈一直都以为我好了也不敢和同学朋友说，谁都不想说，我现在真的找不到活下去的理由，我每天都觉得很难过，我之前吃药长胖了二 ...全文,,f,,,,,,,,,
抑郁症超话,抑郁症:  关于主治医师就在我门外，而我在里面zc的事情 ,,f,,,,,,,,,
抑郁症患者超话,抑郁症患者:  本以为已经好了，没想到再次来的更猛用zc的行为提醒着自己还有痛觉望着暗暗的小房间，只放了一张单人床和一个破烂的书桌，好压抑，就像我被困在无边的黑暗中蹲在地上抱紧自己，这样还能感受到一丝的温暖。我快要活成她讨厌的样子了，这样她才不会后悔吧，学着别人把心爱人的名字 ...全文,,m,,,,,,,,,
双相情感障碍超话,双相情感障碍: 我还是zc了……对不起， ,,f,,,,,,,,,
抑郁症超话,抑郁症: 有人能陪我聊聊吗，我现在很想zc。 ,,f,,,,,,,,,
抑郁症超话,抑郁症:  问一下初一休学两年了，今年复学了，然后就是因为很胖新班级新同学又开始排挤嘲讽，我又开始zc，就是想对学校彻底有恐惧了…又在考虑要不要再休学，在家自学 ,,f,,,,,,,,,
双相情感障碍超话,双相情感障碍: 好暴躁！超级想动手！啊啊啊啊啊！！！！想ZC怎么破！ ,,f,,,,,,,,,
抑郁症超话,抑郁症: 有的时候犯病，抓狂 砸东西 zc，无法控制，后来我开始学会在还有最后一点理智的时候把自己绑在床上。。。。尽力避免伤害自己和家人 ,https://wx4.sinaimg.cn/large/008bPHsngy1gznfh3h5bej30u0140tcg.jpg,m,,,,,,,,,
抑郁症超话,抑郁症: 好喜欢伤害自己啊 不开心时就会zc划手 打头撞墙 好像这样心理能舒服一点 可这样真的太痛苦了 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 第一次zc划到打破伤风，有的医生说需要缝针，我去的医院说不用缝，所以没缝。我父母还在希望我会考完可以在学校多带些日子，哈哈哈哈他们心真大。 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 别把我笑死。。今天情绪不稳定打算zc，因为家里的刀都被我爸妈藏起来了，找了半天只翻出来一把菜刀，然后第一次使菜刀有点怕酝酿半天，好不容易狠狠划了一刀结果啥事儿没有，拿了张纸试了试发现这破刀连纸都tm划不破,,f,,,,,,,,,
抑郁症超话,抑郁症: 我又zc了…感觉没有一丝痛感了。 ,,f,,,,,,,,,
抑郁症超话,抑郁症:  真奇怪 腿上伤口莫名结痂了 我都没注意什么时候破的emmm 我是无形中在zc吗 潜意识？？ ,https://wx2.sinaimg.cn/large/005zVHjRly1gzpoqad10vj30f80dhgmh.jpg,f,,,,,,,,,
抑郁症超话,抑郁症: 怎样才能减少自伤行为啊 控制不住自己zc ,,f,,,,,,,,,
抑郁症超话,抑郁症: 又想s了想zc，我控制不了，可仅存的理智告诉我不可以 ,,m,,,,,,,,,
抑郁症超话,抑郁症: 好吧，我还是zc了，流了血就不痛了 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 不行了，心里好难受，像压块石头，想zc，好久没那么难受了 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 啊啊，前几天体育课我撸袖子胳膊上的疤被看到了，她问我我是不是zc，我说不是是之前不小心被路障刮了，然后她一直追问，我只好告诉她我的病了她说答应我不告诉任何人，我真的好紧张 ,,f,,,,,,,,,
双相情感障碍超话,双相情感障碍: 想起来以前zc  在腿上被美术助教发现了助教（痛心疾首：这么白的大白腿你怎么舍得 ,,f,,,,,,,,,
抑郁超话,抑郁: 怎样才能忍住不zc呢 ,,m,,,,,,,,,
抑郁症超话,又用刀片划满了手臂，但是现在连zc也不管用了，只有那一小会儿会轻松点，之后依旧很难受，懒得消毒懒得包扎，直接用水冲干净，冲到凝固，挺痛的，但也就那样吧。 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 真正一心求死的人不会通过任何渠道和任何人说直接就解脱了，这也是我自己的想法。骗了医生说我没有这个念头。是的，平时再难过也是没有的，但总有绷不住的时候，想zc去给予自己救赎。我知道这是一个扭曲的三观，却是我最真实的想法 ,,m,,,,,,,,,
抑郁症超话,抑郁症: 所有人都以为我好了，只有我自己知道，我是每天靠着zc生活的 ,,f,,,,,,,,,
抑郁症超话,抑郁症:  我求求自己 能不能学会吃一堑长一智“我真的有点看不了你的这些惨...别zc求求了 ”我要把这句话裱起来 告诉自己 不要再随便揭开自己的伤疤了 没人会接受的 真的 ,,m,,,,,,,,,
抑郁症超话,抑郁症: 以前我不这样的，我能控制住自己的，为什么呢？现在怎么一有什么事情就想zc，我是不是变严重了啊 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 想问一下大家 就是我最近真的没有失眠手抖什么的 但就是脑袋疼 巨疼 一疼就疼很久的那种 而且就是zc 哭的话 也没怎么哭 好像真的哭不出来了 平时很难受很难受也哭不出来 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 前一段时间真的感觉自己好了很多很多，还立了flag说要一年不给自己留疤让手上变干净，结果没过几天这旗就倒了。最近记性变差行动迟缓提不起精神脑子一直混混沌沌转不动还一直在跟自己说只是熬夜熬夜太多睡眠不足的原因。今天一看原来自己平均二十几天一次靠zc获取痛感才能强制让自己冷 ...全文,https://wx1.sinaimg.cn/large/006ug7t2ly1gzxluy0gkyj30u01t0wob.jpg,m,,,,,,,,,
抑郁症超话,抑郁症: 现在不太想zs了，但是又开始zc了，这能算好转了吗，我好想好起来，但是zc真的很缓解情绪诶 ,,f,,,,,,,,,
双相情感障碍超话,双相情感障碍:   父母根本不在意自己生病，即使zc被发现了也不会在意，即使一星期能失眠三四天也不会在意，写了篇小作文也没用哈哈哈哈哈哈 ,,m,,,,,,,,,
双相情感障碍超话,双相情感障碍: 时隔半个月，我又zc了。。明明前天还是那样充满活力，有希望有方向，昨天突然又崩了，我真的好没用啊 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 刚刚在车上突然想到初中的一些事……初二那会，有一次在学校zc，然后班主任让我妈过来，但是我不知道我妈把她二姐带过来是什么意思你带过来吧，也就算了，但是当时一进老师办公室就直接骂，还说什么你不是个东西什么的，然后在车上又一直给我妈说什么yyz就是装的(因为当时我爸和我妈关 ...全文,,m,,,,,,,,,
抑郁超话,抑郁:  不开心就想zc或者掐自己 感觉到痛了心里就好受了 还想砸东西这种状况算什么？ ,,f,,,,,,,,,
抑郁症超话,抑郁症: 大家zc的原因都是什么啊 感觉我是为了让疼痛来转移自己的注意力，那样就不会去想其他的事了 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 最近我很乖哦，我有在好好的吃药药，有在很努力的赚钱，有在好好生活没有zc，路旁边上的小花花很小但是很香，我也很渺小，但是我在我的小世界里也是闪闪发光的。 ,,f,,,,,,,,,
焦虑症超话,焦虑症: 反胃恶心，神经性呕吐难受到分分钟抓狂，控制不住自己zc怎么办？ ,,m,,,,,,,,,
抑郁症超话,抑郁症: yy一定会zc吗 我不zc是不是表示还没那么严重 ,,f,,,,,,,,,
抑郁症超话,"抑郁症: 想在手臂zc, 但是临近夏天了，我怕我家长，我老师，还有我同学看到心里憋了一堆事情，但是发泄不出去，不知道什么时候我会憋到极点了就那样了耳鸣，恶心（会经常吐），头痛，幻听...... ",,m,,,,,,,,,
抑郁症超话,抑郁症:  我家长一直让我不要太过于依赖量表 但是我真的就是通过这种方法来证明自己 然后也让我不要自己去了解症状什么的越了解就可能会成真 还和我说如果我再zc就把所有钱都收了 没地方发泄。。 ,,f,,,,,,,,,
抑郁症超话,抑郁症:  一不开心就zc，手上的疤痕越来越多，可我根本控制不住我自己 ,,f,,,,,,,,,
抑郁症超话,抑郁症: zc一年多了，学生，妈妈癌症，一直没有检查，我准备下周末去看看，之前好一点就会觉得自己正常但是太多个晚上都是崩溃着度过的还是觉得有必要去看看，想咨询一直费用吧，手里没多少钱，而且花了妈妈肯定也要问。坐标郑州，谢谢大家了。 ,,f,,,,,,,,,
抑郁症超话超话,抑郁症超话: 哎不知道该怎么办了，本来已经快见好了，这两天又严重了，以前zc只是用刀子之类的，现在严重到必须看到大块的伤疤才能舒心，一直在吃药也没觉得好，心理疏导也一直在做，真的不知该怎么办了 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 新建的一个群 官群有规则 现在只能容一百人 这个群不撕逼不发zc图不yue s不聊敏感话题（政治 黄暴）就行 其余随便聊聊 ,https://wx2.sinaimg.cn/large/006vAqGPgy1h0awiypyp7j30k00qxta1.jpg,m,,,,,,,,,
抑郁症超话,抑郁症: 晚上睡不着早上起不来如果第二天有什么重要的事情，我因为赖床迟到的话我又要zc了。我是有病吧 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 你们问我情况好转没有？朋友高三出来一起吃饭也问我情况好转没有？最近过得怎么样？我该怎么说呢？说  我频繁zc  说我心里面一直计划着离开？哈哈哈，我真好累，每当我想离开的时候，我心又软了，怕身边人伤心，一次次的犹豫，给我带来的是无尽的伤害。对，我现在一直在计划着离开，我在 ...全文,,f,,,,,,,,,
抑郁症超话,抑郁症:  突然觉得我好棒哦，连续几天都没有zc了 ,,f,,,,,,,,,
双相情感障碍超话,这也不能发吗？就是想问问大家，生病以来从不zc，也基本没什么不好的想法，还积极生活充满希望。我感觉我不正常我是不是误诊了 ,,f,,,,,,,,,
抑郁症超话,抑郁症:  吃药之后zc和心慌更严重了… ,,f,,,,,,,,,
抑郁症超话,抑郁症: 好想吐，今天心情不好，又崩了，偷偷zc被发现了，我爸拉着我的手不让我抠手。。真的好烦啊。 ,,f,,,,,,,,,
抑郁症超话,抑郁症:  请问自己断了药一年多了以后，又开始zc，无缘无故的哭，会不会复发啊 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 我不难受我很平静为什么还是想zc这玩意原来是会上瘾的吗 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 停药快一年了 最近因为和室友吵架 又开始zc 哭 喘不过来气 不爱出去 会不会复发呀 我好累啊 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 你觉得我会不知道疤去不掉，还需要你提醒？可是我只能用zc舒解痛苦了 ,,f,,,,,,,,,
抑郁症超话,抑郁症: 问我最后悔的是什么 可能是zc吧 夏天穿不了短袖 穿不了喜欢的小裙子 ,,f,,,,,,,,,
双相情感障碍超话,双相情感障碍: 无语死了 zc完了zw 快速循环真的杀了我吧 ,,f,,,,,,,,,
双相情感障碍超话,双相情感障碍: 明天要去穿孔啦 总归要比zc好一点吧 ,,f,,,,,,,,,
